date,title,item1,svg1,item2,svg2,item3,svg3,item4,svg4,item5,svg5,item6,svg6,item7,svg7,item8,svg8
2027-01-10,Stone Anatomy and Materials (Medium),Ailsa Craig Granite,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 2 8.5 4 19 12 22 20 19 22 8.5 12 2'/><path d='M12 22V12M22 8.5L12 12 2 8.5'/></svg>,Blue Trefor Granite,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 3 4 9 7 20 17 20 20 9 12 3'/><circle cx='12' cy='12' r='3'/></svg>,Gooseneck Handle,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 16h6c3 0 5-2 5-5V7a3 3 0 0 0-6 0'/><line x1='3' y1='19' x2='21' y2='19'/></svg>,Striking Band,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='12' rx='9' ry='5'/><line x1='3' y1='12' x2='21' y2='12'/></svg>,Running Edge,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='5' stroke-dasharray='3 3'/></svg>,Red Handle Cap,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M5 14h14l-2 5H7l-2-5z'/><rect x='9' y='7' width='6' height='7' rx='1'/></svg>,Yellow Handle Cap,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M5 14h14l-2 5H7l-2-5z'/><circle cx='12' cy='10' r='3'/></svg>,Center Bolt Screw,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><line x1='12' y1='8' x2='12' y2='16'/><line x1='8' y1='12' x2='16' y2='12'/></svg>
2027-01-11,The Curling Delivery (Medium),Slide Extension,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='7' r='3'/><path d='M3 20l7-6 4 2 6-1'/><path d='M10 14l-2 6'/></svg>,Trailing Leg Tuck,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='7' cy='6' r='3'/><path d='M4 21h12l-5-7-3 2'/><circle cx='19' cy='20' r='1.5'/></svg>,Clean Release,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M18 11V6a2 2 0 0 0-4 0v5'/><path d='M14 10V4a2 2 0 0 0-4 0v7'/><path d='M10 10.5V6a2 2 0 0 0-4 0v8a6 6 0 0 0 12 0v-3a2 2 0 0 0-4 0'/></svg>,Stabilizer Grip,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='8' x2='20' y2='8'/><line x1='6' y1='8' x2='6' y2='18'/><line x1='18' y1='8' x2='18' y2='18'/><line x1='3' y1='18' x2='21' y2='18'/></svg>,Broom Balance Ride,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='16' x2='22' y2='16'/><line x1='12' y1='5' x2='12' y2='16'/><path d='M8 7l4-2 4 2'/></svg>,Hog Line Release Rule,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='3' x2='12' y2='21'/><circle cx='7' cy='12' r='4'/><path d='M16 9l3 3-3 3'/></svg>,Foot Push Drive,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18h12a4 4 0 0 0 4-4V9'/><path d='M8 14l-4 4 4 4'/></svg>,Target Broom Sight,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='12' y1='2' x2='12' y2='6'/><line x1='12' y1='18' x2='12' y2='22'/><line x1='2' y1='12' x2='6' y2='12'/><line x1='18' y1='12' x2='22' y2='12'/></svg>
2027-01-12,Ice Preparation and Maintenance (Hard),Ice Scraper Blade,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='6' width='18' height='4' rx='1'/><path d='M7 10l2 9h6l2-9'/><line x1='12' y1='2' x2='12' y2='6'/></svg>,Pebble Head Sprayer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='8' r='5'/><line x1='12' y1='13' x2='12' y2='21'/><path d='M9 16l-3 4M15 16l3 4'/></svg>,Ice Nipper Edge,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='18' x2='22' y2='18'/><path d='M4 14l4-6h8l4 6'/><line x1='7' y1='18' x2='7' y2='14'/><line x1='17' y1='18' x2='17' y2='14'/></svg>,Sheet Mop Flood,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='14' width='16' height='5' rx='1'/><line x1='12' y1='3' x2='12' y2='14'/><line x1='7' y1='19' x2='7' y2='22'/><line x1='17' y1='19' x2='17' y2='22'/></svg>,Thermometer Probe,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M14 14.76V3.5a2.5 2.5 0 0 0-5 0v11.26a4.5 4.5 0 1 0 5 0z'/><circle cx='11.5' cy='17.5' r='1.5'/></svg>,Humidity Gauge,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 2.69l5.66 5.66a8 8 0 1 1-11.31 0z'/><line x1='12' y1='12' x2='16' y2='10'/></svg>,Brine Chiller Pipe,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='2' y='8' width='20' height='8' rx='2'/><line x1='6' y1='8' x2='6' y2='16'/><line x1='12' y1='8' x2='12' y2='16'/><line x1='18' y1='8' x2='18' y2='16'/></svg>,Frost Scrape Trail,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 8c4 2 8-2 12 0s6 2 6 2'/><path d='M3 14c4 2 8-2 12 0s6 2 6 2'/><path d='M3 20c4 2 8-2 12 0s6 2 6 2'/></svg>
2027-01-13,Tactical House Deployments (Hard),Split Guard Spread,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='7' r='3'/><circle cx='18' cy='7' r='3'/><path d='M12 14v7M9 18l3 3 3-3'/></svg>,Tight Center Stash,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='6' r='3'/><circle cx='12' cy='13' r='3'/><circle cx='12' cy='20' r='3'/></svg>,Tee Line Backer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='12' x2='21' y2='12'/><circle cx='12' cy='16' r='3'/><circle cx='12' cy='8' r='3'/></svg>,Twelve-Foot Biter,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='20' cy='12' r='3'/></svg>,Corner Nest Play,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='17' cy='7' r='2.5'/><circle cx='19' cy='9' r='2'/></svg>,Shot Rock Guarded,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='16' r='3'/><circle cx='12' cy='8' r='2.5'/><path d='M10 8h4'/></svg>,Flank Port Hole,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='6' cy='10' r='3'/><circle cx='18' cy='10' r='3'/><line x1='12' y1='4' x2='12' y2='20' stroke-dasharray='2 2'/></svg>,Buried Button Shot,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><circle cx='12' cy='12' r='2'/><circle cx='12' cy='8' r='2'/><circle cx='12' cy='12' r='1.5'/></svg>
2027-01-14,Curling Competitions and Honors (Hard),The Brier Tankard,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='6' y='5' width='12' height='14' rx='2'/><path d='M6 8H3v8h3M18 8h3v8h-3'/><line x1='9' y1='21' x2='15' y2='21'/><line x1='12' y1='19' x2='12' y2='21'/></svg>,Scotties Tournament Cup,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M7 4h10l-2 10a3 3 0 0 1-6 0L7 4z'/><path d='M5 7h2M17 7h2'/><line x1='12' y1='17' x2='12' y2='21'/><line x1='8' y1='21' x2='16' y2='21'/></svg>,World Championship Shield,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 2l8 4v6c0 5.5-3.8 10.7-8 12-4.2-1.3-8-6.5-8-12V6l8-4z'/><circle cx='12' cy='11' r='4'/></svg>,Olympic Gold Ring,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='10' r='6'/><path d='M8 19l4-3 4 3'/><line x1='12' y1='16' x2='12' y2='21'/></svg>,Paralympic Agitos Ribbon,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 18c3-6 8-8 12-8'/><path d='M5 12c3-4 7-6 11-5'/><path d='M7 7c2-2 5-3 9-2'/></svg>,Continental Cup Goblet,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M7 3h10v7a5 5 0 0 1-10 0V3z'/><line x1='12' y1='15' x2='12' y2='21'/><line x1='7' y1='21' x2='17' y2='21'/></svg>,Purple Heart Crest,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 21.35l-1.45-1.32C5.4 15.36 2 12.28 2 8.5 2 5.42 4.42 3 7.5 3c1.74 0 3.41.81 4.5 2.09C13.09 3.81 14.76 3 16.5 3 19.58 3 22 5.42 22 8.5c0 3.78-3.4 6.86-8.55 11.54L12 21.35z'/></svg>,All-Star Team Patch,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 2 15.09 8.26 22 9.27 17 14.14 18.18 21.02 12 17.77 5.82 21.02 7 14.14 2 9.27 8.91 8.26 12 2'/></svg>
2027-01-15,Officiating and Timekeeping (Hard),Thinking Time Clock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='8'/><path d='M12 9v4l3 2'/><rect x='9' y='2' width='6' height='3' rx='1'/></svg>,Dial Micrometer Measure,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='6'/><line x1='12' y1='9' x2='12' y2='12'/><line x1='6' y1='12' x2='2' y2='12'/><line x1='18' y1='12' x2='22' y2='12'/></svg>,Straight-Line Measuring Rod,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='2' y1='12' x2='22' y2='12'/><circle cx='5' cy='12' r='2'/><circle cx='19' cy='12' r='2'/><line x1='12' y1='9' x2='12' y2='15'/></svg>,Biter Measurement Bar,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18a8 8 0 0 1 16 0'/><line x1='12' y1='10' x2='12' y2='2'/><circle cx='12' cy='2' r='1'/></svg>,Umpire Laser Beam,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 7l5 5-5 5V7z'/><line x1='8' y1='12' x2='21' y2='12' stroke-dasharray='2 2'/></svg>,Time-Out Card Request,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='4' y='3' width='16' height='18' rx='2'/><path d='M9 8h6M12 8v8'/></svg>,Coin Toss Flip,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='12' rx='8' ry='4'/><path d='M4 12v3c0 2.2 3.6 4 8 4s8-1.8 8-4v-3'/></svg>,Burned Stone Call,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><line x1='6' y1='6' x2='18' y2='18'/><line x1='18' y1='6' x2='6' y2='18'/></svg>
2027-01-16,Precision Angle Shotmaking (Extra Hard),Angle Tap Back,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='14' r='4'/><circle cx='16' cy='8' r='3'/><path d='M4 18l5-3M16 8l3-3'/></svg>,Split Promotion Entry,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='10' r='3'/><path d='M8 4l4 5 4-5'/><circle cx='7' cy='18' r='2.5'/><circle cx='17' cy='18' r='2.5'/></svg>,Runback Double Squeeze,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='15' r='3'/><circle cx='12' cy='7' r='3'/><circle cx='18' cy='4' r='2.5'/><line x1='12' y1='21' x2='12' y2='18'/></svg>,Corner Wick Carom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='10' r='4'/><path d='M3 17l6-5 8 5'/><circle cx='18' cy='16' r='3'/></svg>,Come-Around Hook,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='10' r='3'/><path d='M6 21c8-2 12-6 8-12s-8 2-6 6'/></svg>,Slash Double Peel,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='8' r='3'/><circle cx='16' cy='14' r='3'/><line x1='4' y1='4' x2='20' y2='20'/></svg>,Nose Tap Rebound,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='8' r='4'/><circle cx='12' cy='16' r='4'/><path d='M12 21v-3M12 8V4'/></svg>,Off-Center Feather Tick,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='11' cy='11' r='4'/><path d='M17 4c-1 4-1 8 0 12'/><circle cx='17' cy='17' r='3'/></svg>
2027-01-17,Strategic Free Guard Scenarios (Extra Hard),Corner Guard Setup,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='10' x2='21' y2='10'/><circle cx='6' cy='6' r='2.5'/><circle cx='12' cy='18' r='4'/></svg>,Center Line Freeze Stash,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><circle cx='12' cy='10' r='3'/><circle cx='12' cy='16' r='3'/></svg>,No-Tick Zone Perimeter,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><rect x='8' y='6' width='8' height='8' stroke-dasharray='2 2'/><circle cx='12' cy='10' r='2'/></svg>,Five-Rock Rule Defense,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='8' cy='6' r='2'/><circle cx='16' cy='6' r='2'/><circle cx='12' cy='8' r='2'/><path d='M4 14h16'/><circle cx='10' cy='18' r='2'/><circle cx='14' cy='18' r='2'/></svg>,Hammer Retain Blank,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><line x1='4' y1='4' x2='20' y2='20'/></svg>,Force To One Stance,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='7'/><circle cx='12' cy='12' r='2'/><path d='M8 12h8M12 8v8'/></svg>,Two-Rock Promotion Play,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='7' r='2.5'/><circle cx='12' cy='13' r='2.5'/><circle cx='14' cy='19' r='2.5'/><path d='M10 9.5l4 7'/></svg>,Steal Trap House Lock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='2.5'/><circle cx='10' cy='9' r='1.5'/><circle cx='14' cy='9' r='1.5'/><circle cx='12' cy='7' r='1.5'/></svg>
2027-01-18,Curling Heritage and Antiquities (Extra Hard),Scottish Lochan Pond Ice,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M2 14c4-2 7 1 11-1s6-2 9 0'/><path d='M4 9c3-1 6 1 10-1s5-1 6 0'/><line x1='2' y1='18' x2='22' y2='18'/></svg>,Stirling Outdoor Stone 1514,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='6 6 18 4 21 17 14 21 4 17 6 6'/><text x='7' y='14' font-size='5' stroke='none' fill='currentColor'>1511</text></svg>,Candelstick Handle Iron,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='17' rx='8' ry='4'/><path d='M12 13V5'/><path d='M9 5h6'/><path d='M10 2h4'/></svg>,Curling Pond Tam O' Shanter,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><ellipse cx='12' cy='14' rx='9' ry='4'/><path d='M4 13c1-4 4-7 8-7s7 3 8 7'/><circle cx='12' cy='5' r='1.5'/></svg>,Grand Match Outdoor Cairn,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='12 3 6 20 18 20 12 3'/><line x1='8' y1='15' x2='16' y2='15'/><line x1='10' y1='10' x2='14' y2='10'/></svg>,Wooden Channel Broom,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='18' y1='3' x2='8' y2='15'/><rect x='3' y='14' width='7' height='6' rx='1'/><line x1='5' y1='16' x2='8' y2='16'/></svg>,Royal Caledonian Medal 1841,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='14' r='7'/><path d='M8 3l4 4 4-4'/><path d='M10 7h4'/></svg>,Broomstacking Hearth Fireside,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M6 19l4-8 4 8'/><path d='M10 19l2-4 2 4'/><line x1='3' y1='21' x2='21' y2='21'/><line x1='8' y1='15' x2='16' y2='15'/></svg>
2027-01-19,Wheelchair and Adaptive Formats (Extra Hard),Delivery Stick Cue Head,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='3' y1='20' x2='16' y2='7'/><path d='M15 4l5 5-2 2-5-5z'/><path d='M18 7l2-2'/></svg>,Wheelchair Wheel Lock,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='8'/><circle cx='12' cy='12' r='3'/><line x1='4' y1='12' x2='9' y2='12'/><line x1='15' y1='12' x2='20' y2='12'/><line x1='12' y1='4' x2='12' y2='9'/><line x1='12' y1='15' x2='12' y2='20'/></svg>,Stationary Release Stance,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='10' cy='6' r='3'/><path d='M6 18c0-3 2-6 5-6h2a4 4 0 0 1 4 4v4'/><circle cx='8' cy='17' r='3'/></svg>,No-Sweeping Trajectory,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 18c6-2 10-7 13-13'/><line x1='19' y1='3' x2='21' y2='5'/><line x1='3' y1='3' x2='21' y2='21' stroke-dasharray='3 3'/></svg>,Mixed Doubles Positioning,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='14' r='3'/><circle cx='12' cy='6' r='2.5'/><line x1='3' y1='10' x2='21' y2='10'/></svg>,Power Play Side Placement,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><circle cx='18' cy='14' r='3'/><circle cx='18' cy='6' r='2.5'/></svg>,Extender Pole Socket,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='5' y='9' width='14' height='6' rx='1'/><line x1='2' y1='12' x2='5' y2='12'/><line x1='19' y1='12' x2='22' y2='12'/></svg>,Triples Rotation Scheme,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='5' r='2.5'/><circle cx='6' cy='16' r='2.5'/><circle cx='18' cy='16' r='2.5'/><path d='M10 7l-3 6M14 7l3 6M8 17h8'/></svg>
2027-01-20,Microscopic Ice Mechanics (Extremely Hard),Pebble Nip Profile,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 16c2-4 4-6 8-6s6 2 8 6'/><line x1='2' y1='10' x2='22' y2='10'/><line x1='2' y1='16' x2='22' y2='16'/></svg>,Scrape Shear Ridge,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M3 14l3-4 4 4 4-4 4 4 3-4'/><line x1='3' y1='18' x2='21' y2='18'/></svg>,Frost Dendrite Crystal,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='12' y1='2' x2='12' y2='22'/><line x1='2' y1='12' x2='22' y2='12'/><line x1='5' y1='5' x2='19' y2='19'/><line x1='5' y1='19' x2='19' y2='5'/><circle cx='12' cy='12' r='2'/></svg>,Water Droplet Atomizer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M12 3c-4 5-6 8-6 11a6 6 0 0 0 12 0c0-3-2-6-6-11z'/><circle cx='10' cy='13' r='1'/></svg>,Sublimation Air Flow,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 8h11a3 3 0 0 0 0-6M2 14h15a3 3 0 0 0 0-6M5 20h11a3 3 0 0 0 0-6'/></svg>,Slab Temperature Sensor,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='6' y='4' width='12' height='16' rx='2'/><path d='M10 8h4M10 12h4M10 16h2'/><circle cx='12' cy='2' r='1'/></svg>,Thermal Gradient Heat Map,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='3' width='18' height='18' rx='2'/><path d='M3 9c6-2 12 2 18 0M3 15c6-2 12 2 18 0'/></svg>,Dew Point Hygrometer,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><path d='M12 7v5l3 3'/><path d='M9 16c1.5 1.5 4.5 1.5 6 0'/></svg>
2027-01-21,Elite Match Analytics and Metrics (Extremely Hard),Shot Percentage Matrix,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><rect x='3' y='3' width='18' height='18' rx='2'/><line x1='3' y1='9' x2='21' y2='9'/><line x1='3' y1='15' x2='21' y2='15'/><line x1='9' y1='3' x2='9' y2='21'/><line x1='15' y1='3' x2='15' y2='21'/><circle cx='6' cy='6' r='1'/><circle cx='12' cy='12' r='1'/></svg>,Last Stone Draw Distance,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='12' r='9'/><circle cx='12' cy='12' r='2'/><line x1='12' y1='12' x2='18' y2='7'/><circle cx='18' cy='7' r='1.5'/></svg>,Cumulative DSC Rank,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M4 20l5-6 4 3 7-10'/><polyline points='16 7 20 7 20 11'/></svg>,Hog-to-Hog Interval Time,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><circle cx='12' cy='13' r='7'/><polyline points='12 9 12 13 15 13'/><path d='M8 3h8M12 3v3'/></svg>,Back-Line to Hog Split,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><line x1='4' y1='6' x2='20' y2='6'/><line x1='4' y1='18' x2='20' y2='18'/><path d='M12 6v12M9 15l3 3 3-3'/></svg>,Turn Rotation Count,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M21.5 2v6h-6'/><path d='M21.34 15.57a10 10 0 1 1-.57-8.38l5.67-5.19'/></svg>,Sweeping Efficiency Wattage,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><polygon points='13 2 3 14 12 14 11 22 21 10 12 10 13 2'/></svg>,Efficiency Factor Rating,<svg viewBox='0 0 24 24' fill='none' stroke='currentColor' stroke-width='2'><path d='M18 20V10M12 20V4M6 20v-6'/><line x1='2' y1='20' x2='22' y2='20'/></svg>
